"Name","lr1","lr2","epoch","train_loss","val_loss"
"splendid-darkness-1189","2.9761709328214976","3.197530415012906","99","0.4764045783058254","0.05288868718492603"
"eager-gorge-1188","2.290675779662964","6.869198388819028","","",""
"fine-snowball-1187","2.2143502002219786","4.442651121533456","","",""
"stellar-bush-1186","2.0755352958182023","2.5317698483205406","","",""
"silvery-brook-1185","2.1039990803847024","2.458237617346251","","",""
"dainty-plasma-1184","5.553329364192951","2.6489834595865456","99","0.4549529121898713","0.05972323208365832"
"fallen-bush-1183","2.468476149372096","2.7419358644097573","1","2.3881564362127508","2.7754669339955613e+21"
"swift-shape-1182","2.828312564917921","4.585813728850581","5","41.430494555282486","15.397365893435037"
"warm-durian-1181","3.3391491896523977","2.5380691557282393","99","0.4512918823057075","0.06255362460022225"
"devout-snowflake-1180","2.6089752448852908","4.096089227404138","99","0.6096499637938747","0.06470263976453627"
"peach-shadow-1179","2.4149420024550787","4.225372212022105","","",""
"exalted-moon-1178","2.2032744635550774","6.970749437738926","","",""
"youthful-plasma-1177","2.5814390807036514","3.265814086231445","","",""
"happy-blaze-1176","4.034484558006138","2.841836592762515","99","0.4523670208183556","0.05708577441294532"
"warm-cherry-1175","2.903469649647967","2.026369839906101","99","0.47707735848823984","0.0800312945789763"
"light-waterfall-1174","2.2365936047935526","4.528908785848086","0","35.575435508394","10.290875824750962"
"earnest-frog-1173","3.8934220931871297","2.1429411636332425","99","0.4659646833813688","0.07481390202628505"
"sweet-star-1172","2.316537443030458","2.67129671061129","","",""
"lunar-pyramid-1171","2.9868659685991026","4.026958087262001","99","0.5207236554988309","0.05613512576522808"
"smart-pyramid-1170","2.1775779470836785","2.841696920541648","","",""
"clean-elevator-1169","6.015473497713205","2.262091478484404","99","0.4553371817982778","0.06431857005658856"
"ethereal-pine-1168","2.9577092443112125","3.7802687733370264","99","0.5133268470900962","0.05291828787202659"
"vocal-lion-1167","2.202983737740725","3.5786295544006945","","",""
"upbeat-water-1166","2.267459393323315","3.2603174947740827","","",""
"logical-wave-1165","2.0189029726347476","2.22447795656577","","",""
"olive-smoke-1164","2.17928988824419","4.233303747147561","","",""
"glamorous-paper-1163","4.666464115191641","2.059239090939778","99","0.47275929525256755","0.0715691273052191"
"neat-puddle-1162","2.6042783437400923","2.932682015107045","99","0.48391700551916894","0.05560411502371549"
"giddy-night-1161","2.3774174328409967","3.958627988481956","","",""
"lucky-monkey-1160","2.746700589377568","4.967762757124644","0","31.467908611273455","11.445190357290906"
"vague-shadow-1159","2.807790022798432","2.491541508797056","","",""
"divine-rain-1158","2.49183189210961","2.0088128153946383","","",""
"volcanic-terrain-1157","2.5679329027901785","3.457992424772189","","",""
"bright-monkey-1156","2.498424608488496","4.152567108168162","2","1.7834679368260116","6411346168.628379"
"fast-aardvark-1155","4.3011840699496355","2.5334000294964323","99","0.45337317856745807","0.06263157442266143"
"stilted-plant-1154","2.645809176289157","6.984686462653794","99","0.7326949972116665","0.059496668726562264"
"logical-rain-1153","2.2069115551114247","4.841162783613184","","",""
"stellar-frost-1152","2.4272191245956485","2.760061826168565","","",""
"blooming-snowball-1151","2.1770428768524557","5.544771299185504","","",""
"flowing-smoke-1150","2.8168034238554087","2.8693691255224194","0","36.46636767214547","7.27483213869894"
"breezy-plasma-1149","2.2993709628022616","5.488483210251504","","",""
"toasty-disco-1148","6.13637116644172","2.8018583663510306","99","0.45611346155832166","0.061437077767943805"
"woven-dust-1147","2.6425769877032548","6.533961536905134","99","0.6907062339959716","0.057806244111179066"
"ethereal-river-1146","2.0372269497664015","4.718394570197534","","",""
"zany-firefly-1145","2.470740553478639","5.38944359912043","","",""
"peachy-tree-1144","2.158487094904997","3.534505637263263","17","2.5579967377210946","0.08673865892460737"
"rose-snowball-1143","2.283096723053751","3.727709778527123","","",""
"faithful-butterfly-1142","2.3080990671910437","2.9880066749626653","","",""
"lively-rain-1141","2.6597725102913774","5.906089335699958","","",""
"lemon-voice-1140","6.2010312109266295","2.7690507459722835","99","0.4559147102954614","0.05965897314289617"
"classic-water-1139","2.8953949938492065","3.770899074622302","99","0.51104857715692","0.05101944974456804"
"denim-star-1138","2.660417787940641","2.4776926852766334","","",""
"amber-vortex-1137","2.4859738257102233","5.086328480299143","","",""
"comic-rain-1136","2.216100725132664","6.500894517038895","","",""
"clear-armadillo-1135","2.110026768313062","6.913528543383384","","",""
"restful-glitter-1134","2.482480630569704","2.7323119835150687","99","0.5088779255113585","0.0701215551929262"
"easy-oath-1133","2.896280042578183","2.9000372291387797","99","0.4566159759634771","0.058105152586353966"
"fresh-river-1132","2.0813636823790915","4.19143996117717","","",""
"hearty-elevator-1131","2.9075105868644906","2.5296285826945297","99","0.4727803541232541","0.06350861184830175"
"colorful-dew-1130","2.3896019582482935","2.1705013170896903","0","37.3544207825034","1031.341083132411"
"peachy-darkness-1129","2.895090356056512","4.301581585494751","99","0.5598281494155859","0.05430086849943741"
"hopeful-smoke-1128","2.4600520984216163","5.001753230522956","","",""
"kind-frost-1127","2.428176952541637","3.3083648661556744","","",""
"lyric-dew-1126","2.7749774933142164","3.6597062076740663","","",""
"zany-cherry-1125","5.081365092317209","2.883203885895838","99","0.45438234149609497","0.05483408878030885"
"hearty-pine-1124","2.7925776195661434","4.595283628871159","99","0.5975375708648646","0.05723714685230823"
"visionary-pyramid-1123","2.0068451198702","5.565255682629572","","",""
"whole-bird-1122","4.994732925861779","2.3997638222281545","99","0.4532812080347764","0.0650366437295049"
"dry-armadillo-1121","2.110153086156572","2.6371155014604826","","",""
"charmed-sponge-1120","2.712650196221481","5.886939951805864","99","0.6488983760622405","0.059825540065542485"
"major-field-1119","2.58452881359201","3.4451565588666138","","",""
"mild-dragon-1118","2.231815511287289","4.1738958393621415","","",""
"drawn-lion-1117","6.02590493307812","2.808083596009893","99","0.45215046884753224","0.05880335697135727"
"peach-brook-1116","2.578619999449582","3.819652755923215","","",""
"leafy-yogurt-1115","3.2586929878604023","2.6105518902573057","99","0.46650470251966686","0.060542089922201045"
"eager-shape-1114","2.8978922357525243","5.5060933748399625","99","0.6165869317796379","0.05382077806125595"
"earthy-microwave-1113","6.727058808350216","2.952955185828108","99","0.46477522795861864","0.05507630397952624"
"honest-sunset-1112","2.7877083706949364","5.328924061197542","99","0.644206496138496","0.05742882061221778"
"playful-flower-1111","2.150758465517868","6.496028654701675","","",""
"eternal-rain-1110","2.6882735268577123","4.712939271084716","","",""
"zany-hill-1109","2.215190467917788","5.768831846591439","","",""
"fragrant-firebrand-1108","3.47590426458051","2.253361299577371","99","0.45833933663224974","0.06389110127009053"
"pious-eon-1107","2.802025892842102","2.7266968324325167","99","0.4626932881255188","0.05543155954586815"
"logical-frog-1106","2.6801116525214725","2.4907308906742855","","",""
"glowing-oath-1105","2.368629117305021","3.383047074415618","","",""
"dulcet-plasma-1104","5.378563056260741","2.2982349335074357","99","0.452360776993788","0.06492858785167965"
"blooming-river-1103","2.588551824213375","3.3272694674433567","99","0.5122706952366546","0.05579619040231485"
"autumn-fog-1102","2.0947262809854026","4.916840324043664","","",""
"toasty-aardvark-1101","2.739802241774317","3.6865583524063736","","",""
"honest-firebrand-1100","2.339815642237085","2.1735010042644443","","",""
"logical-valley-1099","2.091464678879195","5.450731535348792","","",""
"snowy-field-1098","2.8682271392596768","3.523216488885315","","",""
"glowing-feather-1097","2.052401671296698","4.404781617835159","","",""
"lilac-energy-1096","2.211410175877213","6.584424618178067","","",""
"stellar-tree-1095","2.3130095129013633","5.1514273161180615","","",""
"lively-yogurt-1094","5.2414343406565","2.9026558850376003","99","0.4620952457457403","0.056438001743994014"
"giddy-deluge-1093","2.968059059309802","6.167804684425533","99","0.6310089547815307","0.05625342910980617"
"floral-donkey-1092","2.4111508478672943","6.858266739571789","2","91.39894293908928","7105494105.35127"
"rich-sponge-1091","3.281112147401053","2.353721932999102","99","0.45730958127177784","0.06087141810233765"
"amber-firebrand-1090","2.665473151386169","6.943337649709725","99","0.6983073307072846","0.06514851417516371"
"copper-energy-1089","2.3018794613656404","5.255612882305142","","",""
"electric-jazz-1088","3.854590969224537","2.7079377660519044","99","0.44895495761521337","0.05657071388318715"
"vivid-yogurt-1087","2.231649679462856","2.9464311034549096","0","20.664909714213145","0.2267356852170128"
"major-pyramid-1086","2.81113209251095","2.4949960198531747","99","0.46343589737024166","0.05961094665009587"
"splendid-lion-1085","2.8300120844983603","5.727964724989812","0","27.139856176721217","38.879002226870575"
"dry-resonance-1084","3.171142136482139","2.864823921788262","99","0.4623410937490848","0.05396920949616825"
"graceful-sound-1083","2.059885749504632","2.270649853527934","","",""
"azure-sea-1082","4.893731729239136","2.0274164029965176","5","0.9070683398751284","1.765175602358673"
"noble-wildflower-1081","2.041849334623593","2.7248987426600912","","",""
"hearty-cosmos-1080","2.7004162012958286","4.786906623840704","99","0.6560626997088878","0.061002480022515085"
"polar-aardvark-1079","5.96114672162908","2.891351697501492","99","0.45887001118376913","0.057854458843041565"
"volcanic-thunder-1078","2.7655606685637286","4.856346362067512","99","0.6326087247668468","0.05656382858282333"
"comfy-silence-1077","2.281326754453306","6.539702451920657","1","76.52568706306222","0.081314342379362"
"wobbly-shape-1076","5.075069784163437","2.744466024465834","99","0.45234018067280185","0.05654831954060805"
"smooth-leaf-1075","2.3388198319561484","2.0071158732093446","","",""
"magic-bee-1074","2.454232125044428","3.1027451392961796","99","0.5090256188368993","0.05455303893255911"
"copper-pine-1073","2.0900632104701327","4.058744963187571","","",""
"desert-armadillo-1072","2.5054134321948154","2.8659160422951","","",""
"stellar-night-1071","6.064424755311109","2.1814540637159308","99","0.46451704184559894","0.06470667459190103"
"hopeful-vortex-1070","2.595839377817286","6.978788093420458","99","0.7373617960663916","0.06062409787805952"
"wandering-star-1069","2.1915454353971784","5.706726702431917","","",""
"gentle-pond-1068","2.1795875087006316","4.656595381898143","","",""
"rural-silence-1067","5.3191728079888545","2.2801204325671898","99","0.4611316351540932","0.0664013432960898"
"good-sunset-1066","2.6622284849421773","6.576327011348737","99","0.6795720950505665","0.057114364708824056"
"rare-music-1065","5.80701145480513","2.6804879892283626","99","0.4550364807858502","0.058812261416856706"
"cool-forest-1064","2.9906077265568896","5.266421018147925","99","0.6154053440377759","0.05288912537939672"
"noble-frost-1063","2.108674165638372","2.043634689174038","","",""
"autumn-snowball-1062","5.5905225363537525","2.059448665987475","99","0.4663865752351074","0.08067317829868399"
"crisp-star-1061","2.444219889028978","4.088653997116413","99","0.6717851398765287","0.06214772197915572"
"dainty-aardvark-1060","2.5917002073868916","3.301998243896358","","",""
"still-glade-1059","2.325120909132311","5.257003282358296","","",""
"clear-meadow-1058","2.6784678156798822","5.655722469746539","1","22.130616024294454","75.29789603648312"
"genial-universe-1057","2.0990051958252662","5.966229676811714","","",""
"major-meadow-1056","2.888632452569934","2.2220044044928176","","",""
"ethereal-cherry-1055","2.3320103959887364","2.8408678754617647","0","52.06137309018465","418683.8414839285"
"true-plant-1054","2.1296959751818005","4.938007363719326","","",""
"major-jazz-1053","2.809990592416063","6.1375782801657355","1","38.37362018832459","3.001748886615393"
"young-river-1052","2.1858550679489923","3.579622585816276","","",""
"rich-sun-1051","2.3351012471946015","2.3512605908755706","","",""
"autumn-blaze-1050","4.686872640474882","2.472409155798021","99","0.45073888639210186","0.06025938812771031"
"dazzling-voice-1049","2.763205922750686","5.759721824869039","99","0.6300825326112337","0.055241998617178247"
"effortless-eon-1048","2.4074823899482296","6.170307607581513","","",""
"still-gorge-1047","4.389944301687896","2.009240955611343","99","0.4751020154537065","0.0714876746556794"
"flowing-shape-1046","2.7323652019091047","3.840370400331987","99","0.5381927537146722","0.05844866462290388"
"crimson-flower-1045","2.7106513429379175","3.854190845387878","","",""
"magic-galaxy-1044","2.4677119961993332","5.205872999044562","0","45.00702121459376","4419.851732857274"
"lucky-bee-1043","4.995953013503222","2.040406655391117","99","0.4690307104909434","0.07798896738837086"
"azure-deluge-1042","2.7972732330409427","2.1573771732840807","99","0.4902212538071264","0.0767413105476317"
"spring-cosmos-1041","2.4919447872304747","4.053045316482795","","",""
"astral-surf-1040","2.0904860002830032","4.809246928629048","","",""
"fallen-fog-1039","4.904189324703275","2.6921227175477216","99","0.4493777638649744","0.0597124418601536"
"absurd-morning-1038","2.1128223131128996","2.1332234451108634","99","2.6517970433446765","0.09046544202528951"
"silver-smoke-1037","2.643930407804373","3.39868023811182","","",""
"lunar-haze-1036","3.274209530430893","2.4810317490925136","99","0.462097730125867","0.0591512859976646"
"light-shadow-1035","2.8214610320020888","6.727664920261525","99","0.6201468554822505","0.05527762216767647"
"spring-dream-1034","2.2707270225195906","4.195852669507976","","",""
"distinctive-spaceship-1033","2.7961470050486468","5.561168880250712","","",""
"divine-breeze-1032","6.527528601894825","2.5370516854653298","99","0.45238927518187255","0.06305354365440753"
"lyric-snowball-1031","2.977755195613138","3.293426747244289","99","0.4694424951176682","0.054303757462610375"
"avid-blaze-1030","2.549667974149895","4.038735025015302","","",""
"rare-dust-1029","2.7016458404258032","2.411701015944864","","",""
"warm-jazz-1028","2.863093872794481","3.496425398584515","","",""
"lucky-voice-1027","6.24246309448772","2.85536503738611","99","0.4549625993807454","0.058389331725803253"
"smooth-energy-1026","2.776225400993377","5.5191722581656935","99","0.6193871012693174","0.06625054397080202"
"blooming-wood-1025","4.554307487810599","2.048236435087163","99","0.4675807573017505","0.07360153628728713"
"skilled-plant-1024","2.549965913387415","6.172722498366858","99","0.7358796963503217","0.06009163027293987"
"zesty-meadow-1023","2.4258013284900537","5.996840036063","","",""
"easy-sky-1022","2.80539468313618","5.46520333127358","","",""
"feasible-energy-1021","2.1836402058651756","3.4981430733463847","0","22.08740220163503","0.09125849399322844"
"helpful-oath-1020","2.0631703487801047","3.8471628302781657","","",""
"expert-butterfly-1019","4.263428121997075","2.3856098171119267","99","0.4555053114555067","0.06408171917944772"
"hardy-snowball-1018","2.886289722964826","6.167306127802467","99","0.6182375008762675","0.05783367059046108"
"colorful-surf-1017","6.711389437890944","2.115440167872964","99","0.46914990212250546","0.07268779259363382"
"blooming-voice-1016","2.8928677087556327","3.4898996760975485","99","0.4828312026645491","0.05051693071210316"
"legendary-rain-1015","2.087458262373387","3.087571102836631","","",""
"sunny-fire-1014","2.6365723346318135","5.439363819731299","","",""
"decent-wildflower-1013","2.8623294556516825","2.590247270889228","","",""
"neat-silence-1012","2.2333795636291347","3.5322329882596413","","",""
"honest-morning-1011","2.3157810891726953","3.6695276852006073","","",""
"glorious-snowball-1010","6.717890798258248","2.602339588218838","99","0.4544137303014058","0.06390588485488152"
"ethereal-planet-1009","2.6496550296692685","2.5914798447185436","99","0.4706385737473644","0.0592529990608323"
"lyric-hill-1008","2.2153539957599415","4.1211731411912105","","",""
"usual-spaceship-1007","2.66774577363325","5.9254167895773255","","",""
"dry-capybara-1006","4.287363092820577","2.87376479276508","99","0.451885945236851","0.06012873380092274"
"pious-night-1005","2.372950519898619","3.4496385047964284","","",""
"sage-planet-1004","2.0167248494425394","2.11132370395396","","",""
"rosy-pyramid-1003","2.1338407186793855","6.618171739600089","","",""
"icy-cherry-1002","6.189201418019492","2.299766471148339","99","0.4601204142768237","0.06651158413641506"
"winter-waterfall-1001","2.3890373116050236","2.1529773640020555","","",""
"fearless-dawn-1000","2.64857109247587","2.9305755969273366","99","0.4852263503804514","0.05392342831906829"
"earthy-dream-999","2.5634503302866696","5.802257462718126","","",""
"ethereal-water-998","2.54670539023928","2.557825029216255","","",""
"exalted-fire-997","3.0739334755974905","2.9180350003038757","99","0.4609513526090824","0.05572764852041382"
"ethereal-hill-996","2.980804264348143","6.280051289914072","99","0.6101058069304468","0.05405458239041413"
"crisp-shape-995","2.7172194163036867","6.7484772328531015","0","57.64980513969954","4.23370832900342"
"radiant-yogurt-994","2.5266721182253646","5.940148687239651","","",""
"dandy-plant-993","6.471574620397913","2.743727302726289","99","0.4607458528119418","0.05797756758154242"
"light-darkness-992","2.9599929161122285","6.106300041347121","99","0.639684219455188","0.055339327585493744"
"silver-snow-991","4.9390572451258015","2.844619588317623","99","0.453239381452199","0.05465541627014462"
"royal-durian-990","2.9215953384102074","4.9142087898216005","99","0.6024907266350198","0.05529874377312884"
"playful-wildflower-989","2.1234729143397586","6.043661819099728","","",""
"northern-butterfly-988","2.5002412966981717","3.6955429287339303","0","75.96497394013281","7674.698515562892"
"summer-cloud-987","2.7575385733865807","2.047122558829259","","",""
"whole-wood-986","3.23444703852928","2.8706747496131033","99","0.4542286784487442","0.05542258631412772"
"lyric-sound-985","2.522963003576585","3.604037189274168","99","0.5390500166647755","0.05746716901863011"
"sparkling-yogurt-984","2.0359462979225444","4.953600215703364","","",""
"glamorous-paper-983","2.4393580413727163","2.8568732913953414","","",""
"vivid-aardvark-982","2.3207635927073342","6.720585096734116","","",""
"kind-salad-981","2.7929183999103184","5.658099051216589","0","55.92136699077656","14.1108608459937"
"spring-wildflower-980","2.397835765176505","4.916502959457954","","",""
"prime-cherry-979","2.147341211808486","3.099454937870984","","",""
"different-puddle-978","6.284786801791746","2.7336887212821495","99","0.4530538360446738","0.05526475036715617"
"fallen-dawn-977","2.690720821232343","2.409352107431161","99","0.4636730273831643","0.06736140935044962"
"misty-universe-976","2.1168403414746315","6.510283625745454","","",""
"decent-smoke-975","5.048856080467051","2.0798989050917394","99","0.4706644510642664","0.06780880111528773"
"breezy-totem-974","2.762540947547373","4.471401122260113","99","0.570023533379082","0.05385253577624296"
"stellar-sound-973","2.3076019063848916","5.899122707052862","","",""
"fearless-vortex-972","3.7719467768494326","2.4896518156990055","99","0.44749331534271425","0.06459855059469968"
"firm-silence-971","2.9896928144100876","4.6029378821264055","99","0.5807495103603825","0.05679695468840024"
"crimson-yogurt-970","2.760806238036869","2.6868187654382427","99","0.4646821756114103","0.059774917963833885"
"generous-silence-969","2.821000405736915","5.786150132136903","99","0.6299325543996458","0.053682823520081024"
"scarlet-dust-968","2.3764877610428403","3.1963697870464136","","",""
"young-sunset-967","2.262252856414344","5.812332458646723","7","3.0404487110562255","42.10414190048654"
"fragrant-capybara-966","2.334985410261233","4.09111835637926","","",""
"valiant-fire-965","2.6725243325055663","6.3913730530502395","","",""
"happy-jazz-964","6.224142657011287","2.4313060670728373","99","0.4535335004180008","0.06640228769574882"
"fancy-galaxy-963","2.022268144412969","2.2763119152065543","","",""
"dulcet-fog-962","2.583813688170264","4.337666544895274","99","0.6267685466949124","0.05428050278919036"
"cosmic-lion-961","2.4494555845484185","3.395093061066296","","",""
"misty-eon-960","2.6763908328593207","2.0622382552534004","","",""
"likely-spaceship-959","5.914771815487377","2.844266694042799","99","0.4562761250332164","0.05577327045219024"
"dark-energy-958","2.9327679486450045","2.0737750041060283","","",""
"hearty-armadillo-957","2.3500625816098757","2.98903842685743","","",""
"smooth-sea-956","2.5229552479922988","4.144790002185275","99","0.590303791432388","0.0563655384882322"
"zesty-bird-955","3.577866309277142","2.2829944187427063","99","0.45679074960785726","0.07259204913978587"
"stellar-snowball-954","2.9316462510458425","2.086813571450525","","",""
"eager-flower-953","2.879577834089387","2.2496400076610907","","",""
"electric-sponge-952","2.9571877396427295","5.405578633693832","99","0.6048577867001267","0.0590100084828247"
"helpful-firefly-951","2.7177234461896034","4.89281405711459","","",""
"azure-dream-950","2.3721843087234378","2.811388901609697","","",""
"visionary-meadow-949","5.470223015968898","2.9219479204065055","99","0.4614108519290546","0.05621898780564602"
"graceful-sponge-948","4.970827564739647","2.0582785592512183","3","0.98260641261161","0.08925965830255478"
"wobbly-surf-947","2.8770411148239297","4.076596176131576","99","0.5241764957523568","0.056802162382706266"
"unique-dust-946","2.5099806851782573","3.9967037257019777","","",""
"autumn-microwave-945","2.5906643258349153","5.863858597546363","","",""
"pretty-butterfly-944","5.648419626292066","2.6895119848084628","99","0.4490904123492984","0.06134700407605063"
"rosy-pine-943","2.5779316172424274","2.9398478956971967","99","0.48069226426111783","0.057226362806623327"
"eternal-dragon-942","6.651112555402945","2.7675412342168535","99","0.4570147920288042","0.05680496491567077"
"splendid-bush-941","2.992251875946239","3.320966280363427","99","0.4764202794358018","0.05458941223625405"
"earnest-silence-940","6.799857212578543","2.9132783023540076","99","0.4629092993974807","0.05568008564084827"
"bright-sky-939","2.9593613919733635","2.8971010526830963","99","0.46208692347920616","0.05850559775995551"
"exalted-planet-938","5.3521989471054","2.080047741677807","99","0.4621457662266686","0.0696810247923054"
